"user_id","timestamp_start","day_of_week","hour_of_day","is_workday","scenario_label","active_minutes","afk_minutes","afk_count","app_switch_count","distinct_app_count","top_app_category","email_minutes","chat_minutes","browser_minutes","docs_minutes","ide_minutes","meeting_minutes","admin_minutes","focus_streak_minutes","work_context_entropy","work_reentry_count"
"user_001","2026-01-05T11:20:00Z","0","11","true","deep_work","10","0","0","4","2","ide","0","0","0","3","7","0","0","9.699999999999999","0.611","1"
"user_001","2026-01-05T11:30:00Z","0","11","true","normal_work","9","1","1","4","2","browser","0","2","7","0","0","0","0","6.9","0.53","2"
"user_001","2026-01-05T11:40:00Z","0","11","true","admin_fragmented","10","0","0","7","5","browser","1","3","4","0","0","1","1","1.6","1.418","2"
"user_001","2026-01-05T11:50:00Z","0","11","true","meeting_heavy","9","1","1","5","4","meeting","1","2","0","0","0","5","1","2.3","1.149","2"
"user_001","2026-01-05T12:00:00Z","0","12","true","meeting_heavy","9","1","1","3","3","meeting","1","0","0","0","0","7","1","3.9","0.6840000000000001","2"
"user_001","2026-01-05T12:10:00Z","0","12","true","meeting_heavy","9","1","0","4","4","meeting","1","3","1","0","0","4","0","2.4","1.215","1"
"user_001","2026-01-05T12:20:00Z","0","12","true","normal_work","9","1","1","3","3","docs","0","0","2","6","0","0","1","4.7","0.849","2"
"user_001","2026-01-05T12:30:00Z","0","12","true","meeting_heavy","9","1","0","4","4","meeting","1","0","1","1","0","6","0","4.1","1.003","1"
"user_001","2026-01-05T12:40:00Z","0","12","true","meeting_heavy","10","0","0","6","3","meeting","0","0","0","0","2","7","1","2.3","0.802","2"
"user_001","2026-01-05T12:50:00Z","0","12","true","admin_fragmented","9","1","1","12","6","browser","1","2","2","1","0","2","1","1.6","1.735","2"
"user_001","2026-01-05T13:00:00Z","0","13","true","meeting_heavy","9","1","1","6","3","meeting","0","1","0","0","0","6","2","2.5","0.849","2"
"user_001","2026-01-05T13:10:00Z","0","13","true","deep_work","10","0","1","3","2","ide","0","0","2","0","8","0","0","6.5","0.5","1"
"user_001","2026-01-05T13:20:00Z","0","13","true","overload","9","1","0","11","7","browser","1","1","3","1","1","1","1","1.8","1.831","4"
"user_001","2026-01-05T13:30:00Z","0","13","true","normal_work","8","2","0","7","2","browser","0","0","6","2","0","0","0","5.4","0.5620000000000001","1"
"user_001","2026-01-05T13:40:00Z","0","13","true","normal_work","10","0","1","5","4","browser","0","0","6","2","0","1","1","5.6","1.089","1"
"user_001","2026-01-05T13:50:00Z","0","13","true","deep_work","8","2","1","3","1","browser","0","0","8","0","0","0","0","7.8","-0","0"
"user_001","2026-01-05T14:00:00Z","0","14","true","normal_work","8","2","1","7","4","browser","2","0","3","1","2","0","0","3.7","1.321","1"
"user_001","2026-01-05T14:10:00Z","0","14","true","deep_work","10","0","1","0","1","ide","0","0","0","0","10","0","0","9.1","-0","1"
"user_001","2026-01-05T14:20:00Z","0","14","true","deep_work","10","0","0","4","1","ide","0","0","0","0","10","0","0","7.9","-0","1"
"user_001","2026-01-05T14:30:00Z","0","14","true","normal_work","10","0","0","6","3","browser","0","0","7","0","2","1","0","6.5","0.802","2"
"user_001","2026-01-05T14:40:00Z","0","14","true","normal_work","10","0","1","7","3","ide","2","0","2","0","6","0","0","4.5","0.95","2"
"user_001","2026-01-05T14:50:00Z","0","14","true","normal_work","10","0","1","5","3","browser","0","0","6","2","2","0","0","6.2","0.95","1"
"user_001","2026-01-05T15:00:00Z","0","15","true","normal_work","8","2","0","4","3","browser","0","0","4","2","2","0","0","4","1.04","2"
"user_001","2026-01-05T15:10:00Z","0","15","true","deep_work","8","2","1","2","1","ide","0","0","0","0","8","0","0","7.4","-0","1"
"user_001","2026-01-05T15:20:00Z","0","15","true","deep_work","10","0","1","0","1","docs","0","0","0","10","0","0","0","8","-0","1"
"user_001","2026-01-05T15:30:00Z","0","15","true","admin_fragmented","8","2","0","7","6","browser","1","1","2","1","1","0","2","3.3","1.733","4"
"user_001","2026-01-05T15:40:00Z","0","15","true","normal_work","9","1","0","7","3","ide","0","2","0","0","6","0","1","6.1","0.849","2"
"user_001","2026-01-05T15:50:00Z","0","15","true","normal_work","9","1","0","7","3","ide","0","2","2","0","5","0","0","6.6","0.995","1"
"user_001","2026-01-05T16:00:00Z","0","16","true","admin_fragmented","10","0","2","13","4","chat","2","4","2","2","0","0","0","3.3","1.332","2"
"user_001","2026-01-05T16:10:00Z","0","16","true","deep_work","9","1","0","2","2","ide","0","0","0","3","6","0","0","7.8","0.637","0"
"user_001","2026-01-05T16:20:00Z","0","16","true","normal_work","8","2","1","4","3","docs","0","2","2","4","0","0","0","7","1.04","2"
"user_001","2026-01-05T16:30:00Z","0","16","true","normal_work","8","2","1","5","2","docs","0","0","2","6","0","0","0","3.7","0.5620000000000001","1"
"user_001","2026-01-05T16:40:00Z","0","16","true","admin_fragmented","10","0","0","8","6","browser","2","2","3","1","0","1","1","3.2","1.696","2"
"user_001","2026-01-05T16:50:00Z","0","16","true","meeting_heavy","10","0","0","2","4","meeting","0","2","1","0","0","6","1","3.1","1.089","2"
"user_001","2026-01-05T17:00:00Z","0","17","true","normal_work","9","1","1","5","3","docs","0","0","3","4","2","0","0","6.6","1.061","1"
"user_001","2026-01-05T17:10:00Z","0","17","true","normal_work","9","1","0","8","3","docs","2","0","2","5","0","0","0","4","0.995","2"
"user_001","2026-01-05T17:20:00Z","0","17","true","normal_work","8","2","1","5","3","ide","2","0","2","0","4","0","0","4.2","1.04","1"
"user_001","2026-01-05T17:30:00Z","0","17","true","normal_work","8","2","1","7","2","docs","0","2","0","6","0","0","0","3.5","0.5620000000000001","2"
"user_001","2026-01-05T17:40:00Z","0","17","true","deep_work","9","1","1","3","1","ide","0","0","0","0","9","0","0","7.7","-0","0"
"user_001","2026-01-05T17:50:00Z","0","17","true","admin_fragmented","10","0","1","7","6","chat","1","3","2","1","1","0","2","3","1.696","3"
"user_001","2026-01-06T08:00:00Z","1","8","true","deep_work","9","1","1","3","1","docs","0","0","0","9","0","0","0","7.4","-0","0"
"user_001","2026-01-06T08:10:00Z","1","8","true","meeting_heavy","10","0","1","2","4","meeting","1","1","0","1","0","7","0","3.4","0.9399999999999999","2"
"user_001","2026-01-06T08:20:00Z","1","8","true","procrastination","7","3","2","8","5","email","2","0","1","1","1","0","2","1.5","1.55","0"
"user_001","2026-01-06T08:30:00Z","1","8","true","normal_work","9","1","0","8","2","docs","0","0","2","7","0","0","0","4.9","0.53","2"
"user_001","2026-01-06T08:40:00Z","1","8","true","normal_work","10","0","0","7","4","browser","0","0","6","2","0","1","1","5.8","1.089","2"
"user_001","2026-01-06T08:50:00Z","1","8","true","deep_work","8","2","0","0","1","docs","0","0","0","8","0","0","0","7.2","-0","1"
"user_001","2026-01-06T09:00:00Z","1","9","true","meeting_heavy","9","1","0","2","4","meeting","0","2","1","0","1","5","0","4","1.149","1"
"user_001","2026-01-06T09:10:00Z","1","9","true","meeting_heavy","10","0","1","7","3","meeting","0","2","1","0","0","7","0","5","0.802","1"
"user_001","2026-01-06T09:20:00Z","1","9","true","deep_work","10","0","0","0","2","ide","0","0","2","0","8","0","0","8.199999999999999","0.5","1"
"user_001","2026-01-06T09:30:00Z","1","9","true","overload","10","0","0","18","7","browser","1","2","2","1","1","1","2","1.1","1.887","4"
"user_001","2026-01-06T09:40:00Z","1","9","true","deep_work","10","0","0","2","2","browser","0","0","7","3","0","0","0","6.7","0.611","0"
"user_001","2026-01-06T09:50:00Z","1","9","true","normal_work","8","2","0","3","3","docs","0","0","2","4","0","2","0","4.1","1.04","2"
"user_001","2026-01-06T10:00:00Z","1","10","true","admin_fragmented","7","3","0","8","6","chat","1","2","1","1","1","0","1","3.5","1.748","4"
"user_001","2026-01-06T10:10:00Z","1","10","true","deep_work","8","2","1","2","2","ide","0","0","0","2","6","0","0","6.5","0.5620000000000001","1"
"user_001","2026-01-06T10:20:00Z","1","10","true","deep_work","10","0","1","2","1","ide","0","0","0","0","10","0","0","7.3","-0","0"
"user_001","2026-01-06T10:30:00Z","1","10","true","normal_work","9","1","0","5","3","ide","1","0","3","0","5","0","0","5.1","0.9370000000000001","2"
"user_001","2026-01-06T10:40:00Z","1","10","true","procrastination","5","5","1","4","3","admin","1","1","0","0","0","0","3","1.8","0.95","1"
"user_001","2026-01-06T10:50:00Z","1","10","true","normal_work","9","1","1","3","3","browser","1","0","6","2","0","0","0","5.4","0.849","2"
"user_001","2026-01-06T11:00:00Z","1","11","true","admin_fragmented","10","0","0","12","4","browser","0","2","6","0","0","1","1","3.8","1.089","3"
"user_001","2026-01-06T11:10:00Z","1","11","true","admin_fragmented","10","0","2","12","4","chat","2","5","0","2","0","0","1","1.5","1.221","3"
"user_001","2026-01-06T11:20:00Z","1","11","true","deep_work","10","0","1","3","3","ide","0","0","3","2","5","0","0","6.9","1.03","0"
"user_001","2026-01-06T11:30:00Z","1","11","true","deep_work","9","1","1","2","1","ide","0","0","0","0","9","0","0","6.1","-0","1"
"user_001","2026-01-06T11:40:00Z","1","11","true","admin_fragmented","10","0","0","12","5","browser","1","2","4","0","0","2","1","3.5","1.471","2"
"user_001","2026-01-06T11:50:00Z","1","11","true","meeting_heavy","9","1","0","6","4","meeting","0","2","1","1","0","5","0","2.3","1.149","2"
"user_001","2026-01-06T12:00:00Z","1","12","true","admin_fragmented","7","3","1","12","6","admin","1","1","1","1","1","0","2","1.7","1.748","2"
"user_001","2026-01-06T12:10:00Z","1","12","true","overload","9","1","0","10","7","chat","2","2","1","1","1","1","1","2.1","1.889","2"
"user_001","2026-01-06T12:20:00Z","1","12","true","normal_work","10","0","0","8","2","docs","0","0","3","7","0","0","0","6.9","0.611","2"
"user_001","2026-01-06T12:30:00Z","1","12","true","meeting_heavy","10","0","0","6","2","meeting","0","0","0","2","0","8","0","3.5","0.5","2"
"user_001","2026-01-06T12:40:00Z","1","12","true","admin_fragmented","9","1","2","7","5","browser","1","2","4","0","0","1","1","3.4","1.427","4"
"user_001","2026-01-06T12:50:00Z","1","12","true","normal_work","8","2","0","4","4","browser","1","0","4","1","0","0","2","5.1","1.213","2"
"user_001","2026-01-06T13:00:00Z","1","13","true","deep_work","9","1","1","1","2","browser","0","0","7","2","0","0","0","8.4","0.53","1"
"user_001","2026-01-06T13:10:00Z","1","13","true","normal_work","10","0","0","6","4","browser","0","2","4","2","2","0","0","6.2","1.332","1"
"user_001","2026-01-06T13:20:00Z","1","13","true","deep_work","9","1","1","4","2","ide","0","0","3","0","6","0","0","7.6","0.637","1"
"user_001","2026-01-06T13:30:00Z","1","13","true","deep_work","9","1","1","3","1","ide","0","0","0","0","9","0","0","8.300000000000001","-0","0"
"user_001","2026-01-06T13:40:00Z","1","13","true","admin_fragmented","8","2","1","8","6","chat","2","2","1","1","1","0","1","1.8","1.733","3"
"user_001","2026-01-06T13:50:00Z","1","13","true","deep_work","8","2","1","4","1","ide","0","0","0","0","8","0","0","6.9","-0","1"
"user_001","2026-01-06T14:00:00Z","1","14","true","normal_work","9","1","1","8","3","browser","1","1","7","0","0","0","0","6.5","0.6840000000000001","2"
"user_001","2026-01-06T14:10:00Z","1","14","true","meeting_heavy","9","1","0","6","4","meeting","0","0","1","1","0","5","2","4.6","1.149","2"
"user_001","2026-01-06T14:20:00Z","1","14","true","deep_work","10","0","1","4","1","browser","0","0","10","0","0","0","0","7.2","-0","0"
"user_001","2026-01-06T14:30:00Z","1","14","true","normal_work","9","1","1","8","4","docs","2","1","0","5","0","1","0","6.6","1.149","2"
"user_001","2026-01-06T14:40:00Z","1","14","true","overload","10","0","0","11","6","chat","1","3","1","1","0","1","3","2.2","1.643","4"
"user_001","2026-01-06T14:50:00Z","1","14","true","normal_work","9","1","0","7","4","docs","1","0","2","4","0","0","2","6.5","1.273","1"
"user_001","2026-01-06T15:00:00Z","1","15","true","admin_fragmented","8","2","0","13","5","browser","2","1","3","0","0","1","1","3.1","1.494","4"
"user_001","2026-01-06T15:10:00Z","1","15","true","admin_fragmented","10","0","0","13","5","browser","2","3","3","1","1","0","0","3.3","1.505","4"
"user_001","2026-01-06T15:20:00Z","1","15","true","admin_fragmented","7","3","1","7","4","browser","1","1","4","0","0","0","1","3","1.154","2"
"user_001","2026-01-06T15:30:00Z","1","15","true","deep_work","8","2","0","3","2","ide","0","0","2","0","6","0","0","6.9","0.5620000000000001","1"
"user_001","2026-01-06T15:40:00Z","1","15","true","normal_work","8","2","0","3","2","ide","0","0","2","0","6","0","0","4.4","0.5620000000000001","2"
"user_001","2026-01-06T15:50:00Z","1","15","true","deep_work","10","0","1","4","1","ide","0","0","0","0","10","0","0","8.300000000000001","-0","1"
"user_001","2026-01-06T16:00:00Z","1","16","true","admin_fragmented","7","3","0","11","4","chat","2","3","1","0","0","1","0","3","1.277","2"
"user_001","2026-01-06T16:10:00Z","1","16","true","deep_work","9","1","0","0","3","docs","0","0","2","5","2","0","0","7.2","0.995","1"
"user_001","2026-01-06T16:20:00Z","1","16","true","normal_work","10","0","0","7","4","browser","2","2","5","1","0","0","0","3.7","1.221","2"
"user_001","2026-01-06T16:30:00Z","1","16","true","normal_work","8","2","1","6","4","browser","1","0","5","0","0","1","1","6.2","1.074","2"
"user_001","2026-01-06T16:40:00Z","1","16","true","meeting_heavy","9","1","1","5","3","meeting","1","1","0","0","0","7","0","3.4","0.6840000000000001","1"
"user_001","2026-01-06T16:50:00Z","1","16","true","normal_work","9","1","0","4","2","chat","0","7","2","0","0","0","0","4.8","0.53","2"
"user_001","2026-01-06T17:00:00Z","1","17","true","deep_work","9","1","0","3","1","browser","0","0","9","0","0","0","0","8.9","-0","0"
"user_001","2026-01-06T17:10:00Z","1","17","true","deep_work","10","0","0","4","2","docs","0","0","0","7","3","0","0","6.9","0.611","1"
"user_001","2026-01-06T17:20:00Z","1","17","true","normal_work","8","2","0","8","4","browser","1","0","4","2","0","0","1","4.9","1.213","1"
"user_001","2026-01-06T17:30:00Z","1","17","true","normal_work","8","2","0","7","2","browser","0","0","7","0","0","0","1","6.9","0.377","1"
"user_001","2026-01-06T17:40:00Z","1","17","true","admin_fragmented","10","0","0","13","4","browser","2","2","5","1","0","0","0","3.6","1.221","4"
"user_001","2026-01-06T17:50:00Z","1","17","true","admin_fragmented","7","3","1","10","5","browser","1","1","3","1","0","0","1","1.7","1.475","2"
"user_001","2026-01-07T08:00:00Z","2","8","true","normal_work","10","0","1","3","4","docs","0","0","3","5","0","1","1","5.3","1.168","2"
"user_001","2026-01-07T08:10:00Z","2","8","true","admin_fragmented","8","2","2","7","4","browser","1","0","4","0","0","1","2","2.3","1.213","3"
"user_001","2026-01-07T08:20:00Z","2","8","true","admin_fragmented","10","0","2","7","5","browser","2","2","4","0","0","1","1","2.4","1.471","2"
"user_001","2026-01-07T08:30:00Z","2","8","true","normal_work","8","2","1","7","3","docs","0","2","2","4","0","0","0","3.9","1.04","1"
"user_001","2026-01-07T08:40:00Z","2","8","true","meeting_heavy","10","0","1","7","2","meeting","0","2","0","0","0","8","0","4.4","0.5","1"
"user_001","2026-01-07T08:50:00Z","2","8","true","normal_work","9","1","1","3","3","docs","0","0","0","6","2","1","0","4.9","0.849","2"
"user_001","2026-01-07T09:00:00Z","2","9","true","admin_fragmented","9","1","0","8","6","browser","1","2","2","0","1","1","2","2.5","1.735","4"
"user_001","2026-01-07T09:10:00Z","2","9","true","admin_fragmented","8","2","0","14","4","docs","0","2","2","3","0","0","1","2.5","1.321","3"
"user_001","2026-01-07T09:20:00Z","2","9","true","normal_work","8","2","0","7","2","ide","0","2","0","0","6","0","0","5.3","0.5620000000000001","2"
"user_001","2026-01-07T09:30:00Z","2","9","true","deep_work","10","0","1","4","2","browser","0","0","8","2","0","0","0","6.3","0.5","1"
"user_001","2026-01-07T09:40:00Z","2","9","true","normal_work","8","2","1","8","2","browser","0","0","7","0","0","0","1","4.3","0.377","1"
"user_001","2026-01-07T09:50:00Z","2","9","true","deep_work","10","0","1","3","2","ide","0","0","0","0","8","2","0","9.199999999999999","0.5","0"
"user_001","2026-01-07T10:00:00Z","2","10","true","normal_work","10","0","1","5","4","docs","0","3","2","4","0","0","1","6.8","1.28","1"
"user_001","2026-01-07T10:10:00Z","2","10","true","deep_work","10","0","0","4","1","docs","0","0","0","10","0","0","0","8.9","-0","1"
"user_001","2026-01-07T10:20:00Z","2","10","true","deep_work","8","2","1","3","2","browser","0","0","5","3","0","0","0","6.1","0.662","0"
"user_001","2026-01-07T10:30:00Z","2","10","true","normal_work","9","1","1","7","2","browser","0","2","7","0","0","0","0","6.9","0.53","2"
"user_001","2026-01-07T10:40:00Z","2","10","true","normal_work","9","1","0","8","2","docs","0","0","2","7","0","0","0","4","0.53","1"
"user_001","2026-01-07T10:50:00Z","2","10","true","deep_work","10","0","0","0","3","ide","0","0","2","2","6","0","0","7.5","0.95","0"
"user_001","2026-01-07T11:00:00Z","2","11","true","admin_fragmented","7","3","2","11","6","meeting","1","1","1","1","1","2","0","2.9","1.748","3"
"user_001","2026-01-07T11:10:00Z","2","11","true","deep_work","9","1","0","2","3","ide","0","0","2","2","5","0","0","8.6","0.995","0"
"user_001","2026-01-07T11:20:00Z","2","11","true","normal_work","9","1","0","5","2","docs","0","0","2","7","0","0","0","4.7","0.53","1"
"user_001","2026-01-07T11:30:00Z","2","11","true","admin_fragmented","8","2","2","13","5","browser","1","2","3","1","0","0","1","3.5","1.494","4"
"user_001","2026-01-07T11:40:00Z","2","11","true","normal_work","10","0","0","4","3","browser","0","0","6","0","2","0","2","5.9","0.95","2"
"user_001","2026-01-07T11:50:00Z","2","11","true","meeting_heavy","10","0","0","5","4","meeting","0","1","1","0","0","7","1","3.8","0.9399999999999999","2"
"user_001","2026-01-07T12:00:00Z","2","12","true","normal_work","9","1","0","4","3","browser","0","0","5","2","2","0","0","6.1","0.995","2"
"user_001","2026-01-07T12:10:00Z","2","12","true","deep_work","8","2","0","0","2","ide","0","0","2","0","6","0","0","6.5","0.5620000000000001","0"
"user_001","2026-01-07T12:20:00Z","2","12","true","admin_fragmented","10","0","0","11","5","chat","1","4","2","2","1","0","0","3.5","1.471","2"
"user_001","2026-01-07T12:30:00Z","2","12","true","normal_work","8","2","0","5","3","browser","1","0","6","0","0","1","0","3.6","0.736","1"
"user_001","2026-01-07T12:40:00Z","2","12","true","normal_work","8","2","1","6","2","browser","0","0","6","2","0","0","0","6.4","0.5620000000000001","1"
"user_001","2026-01-07T12:50:00Z","2","12","true","meeting_heavy","10","0","0","6","4","meeting","0","1","1","0","0","5","3","2.5","1.168","1"
"user_001","2026-01-07T13:00:00Z","2","13","true","normal_work","8","2","0","8","4","ide","2","0","2","0","3","1","0","6.1","1.321","1"
"user_001","2026-01-07T13:10:00Z","2","13","true","deep_work","10","0","0","4","1","ide","0","0","0","0","10","0","0","7.8","-0","1"
"user_001","2026-01-07T13:20:00Z","2","13","true","normal_work","10","0","1","6","2","browser","0","0","8","2","0","0","0","5.4","0.5","2"
"user_001","2026-01-07T13:30:00Z","2","13","true","normal_work","8","2","0","6","4","ide","1","0","2","2","3","0","0","3.7","1.321","2"
"user_001","2026-01-07T13:40:00Z","2","13","true","normal_work","8","2","1","5","3","browser","0","0","6","0","0","1","1","5.8","0.736","1"
"user_001","2026-01-07T13:50:00Z","2","13","true","normal_work","10","0","0","6","3","browser","0","2","6","2","0","0","0","6.1","0.95","2"
"user_001","2026-01-07T14:00:00Z","2","14","true","normal_work","9","1","1","8","3","docs","0","0","0","7","0","1","1","5.3","0.6840000000000001","2"
"user_001","2026-01-07T14:10:00Z","2","14","true","admin_fragmented","9","1","2","11","6","chat","1","3","2","1","1","0","1","3.6","1.677","3"
"user_001","2026-01-07T14:20:00Z","2","14","true","normal_work","9","1","0","7","4","browser","1","2","4","0","2","0","0","7","1.273","1"
"user_001","2026-01-07T14:30:00Z","2","14","true","admin_fragmented","9","1","2","12","6","browser","1","1","3","0","1","1","2","1.7","1.677","2"
"user_001","2026-01-07T14:40:00Z","2","14","true","deep_work","8","2","0","2","2","ide","0","0","2","0","6","0","0","6.7","0.5620000000000001","0"
"user_001","2026-01-07T14:50:00Z","2","14","true","deep_work","10","0","0","0","3","docs","0","0","0","7","2","1","0","8.800000000000001","0.802","1"
"user_001","2026-01-07T15:00:00Z","2","15","true","meeting_heavy","9","1","0","5","3","meeting","0","2","2","0","0","5","0","3.2","0.995","1"
"user_001","2026-01-07T15:10:00Z","2","15","true","meeting_heavy","10","0","0","2","4","meeting","0","0","2","1","1","6","0","2.6","1.089","2"
"user_001","2026-01-07T15:20:00Z","2","15","true","normal_work","9","1","0","6","3","docs","0","0","2","5","0","0","2","4.3","0.995","1"
"user_001","2026-01-07T15:30:00Z","2","15","true","deep_work","8","2","1","1","3","browser","0","0","4","2","2","0","0","6.6","1.04","1"
"user_001","2026-01-07T15:40:00Z","2","15","true","normal_work","9","1","0","3","3","browser","0","0","6","2","0","0","1","5.8","0.849","1"
"user_001","2026-01-07T15:50:00Z","2","15","true","meeting_heavy","10","0","0","7","2","meeting","0","0","0","2","0","8","0","4.7","0.5","1"
"user_001","2026-01-07T16:00:00Z","2","16","true","deep_work","10","0","1","1","2","ide","0","0","0","4","6","0","0","8.4","0.673","0"
"user_001","2026-01-07T16:10:00Z","2","16","true","normal_work","10","0","0","4","3","browser","0","0","7","2","0","0","1","3.7","0.802","2"
"user_001","2026-01-07T16:20:00Z","2","16","true","normal_work","10","0","1","7","3","ide","2","0","2","0","6","0","0","4.9","0.95","1"
"user_001","2026-01-07T16:30:00Z","2","16","true","admin_fragmented","8","2","1","14","4","browser","0","2","4","0","0","1","1","2.3","1.213","3"
"user_001","2026-01-07T16:40:00Z","2","16","true","deep_work","10","0","0","2","2","browser","0","0","7","0","3","0","0","6.4","0.611","1"
"user_001","2026-01-07T16:50:00Z","2","16","true","overload","10","0","0","13","6","chat","1","3","2","2","1","0","1","1.8","1.696","4"
"user_001","2026-01-07T17:00:00Z","2","17","true","overload","9","1","0","17","5","email","3","1","2","2","0","0","1","0.9","1.523","4"
"user_001","2026-01-07T17:10:00Z","2","17","true","normal_work","8","2","1","3","3","browser","0","0","6","0","0","1","1","4.2","0.736","1"
"user_001","2026-01-07T17:20:00Z","2","17","true","deep_work","8","2","1","4","3","ide","0","0","3","2","3","0","0","7.1","1.082","1"
"user_001","2026-01-07T17:30:00Z","2","17","true","meeting_heavy","10","0","1","5","4","meeting","0","0","1","1","0","6","2","2.5","1.089","1"
"user_001","2026-01-07T17:40:00Z","2","17","true","deep_work","9","1","1","1","1","ide","0","0","0","0","9","0","0","8.199999999999999","-0","0"
"user_001","2026-01-07T17:50:00Z","2","17","true","normal_work","8","2","1","8","2","docs","2","0","0","6","0","0","0","6.8","0.5620000000000001","2"
"user_001","2026-01-08T08:00:00Z","3","8","true","meeting_heavy","10","0","0","5","4","meeting","0","1","2","0","0","6","1","3.2","1.089","1"
"user_001","2026-01-08T08:10:00Z","3","8","true","deep_work","9","1","1","4","2","ide","0","0","0","3","6","0","0","6.5","0.637","0"
"user_001","2026-01-08T08:20:00Z","3","8","true","normal_work","9","1","0","8","2","ide","0","0","0","2","7","0","0","5.8","0.53","1"
"user_001","2026-01-08T08:30:00Z","3","8","true","normal_work","10","0","0","7","3","ide","0","0","2","2","6","0","0","6.4","0.95","1"
"user_001","2026-01-08T08:40:00Z","3","8","true","deep_work","10","0","1","0","2","ide","0","0","3","0","7","0","0","9.6","0.611","1"
"user_001","2026-01-08T08:50:00Z","3","8","true","deep_work","10","0","0","1","3","ide","0","0","3","2","5","0","0","6.1","1.03","1"
"user_001","2026-01-08T09:00:00Z","3","9","true","deep_work","10","0","1","2","1","ide","0","0","0","0","10","0","0","6.9","-0","1"
"user_001","2026-01-08T09:10:00Z","3","9","true","deep_work","9","1","0","4","3","ide","0","0","2","2","5","0","0","8.699999999999999","0.995","0"
"user_001","2026-01-08T09:20:00Z","3","9","true","deep_work","8","2","0","2","2","ide","0","0","0","2","6","0","0","6.5","0.5620000000000001","0"
"user_001","2026-01-08T09:30:00Z","3","9","true","deep_work","8","2","1","2","1","docs","0","0","0","8","0","0","0","7","-0","1"
"user_001","2026-01-08T09:40:00Z","3","9","true","deep_work","10","0","0","3","1","ide","0","0","0","0","10","0","0","8.6","-0","1"
"user_001","2026-01-08T09:50:00Z","3","9","true","normal_work","9","1","1","3","2","browser","0","0","7","2","0","0","0","5.1","0.53","2"
"user_001","2026-01-08T10:00:00Z","3","10","true","deep_work","10","0","1","3","3","ide","0","1","2","0","7","0","0","8.5","0.802","1"
"user_001","2026-01-08T10:10:00Z","3","10","true","deep_work","9","1","1","4","2","ide","0","0","2","0","7","0","0","7.6","0.53","0"
